occurrenceID,verbatimChronometricAge,verbatimChronometricAgeConversionProtocol,maximumChronometricAge,maximumChronometricAgeReferenceSystem,minimumChronometricAge,minimumChronometricAgeReferenceSystem,chronometricAgeUncertaintyInYears,materialDated,chronometricDateProtocol,chronometricDateReferences,chronometricDateRemarks
a61b94bd-3861-48af-bfb9-02e6d1acc6e7,850 +/- 30 BP,INTCAL13,1152,AD,1260,AD,30,Charcoal found in Stratum V,Association with AMS dated portion of Stratum V,"Wallis, N.J. and M.E. Blessing. 2015. Ritualized Deposition and Feasting Pits: Bundling of animals in Mississippi Period Florida. Cambridge Archaeological Journal 25(1):79-98.; Wallis, N.J. and M.E. Blessing. 2015. Big Feasts and Small Scale Foragers: Pit features as feast events in the American southeast. Journal of Anthropological Archaeology 39:1-18.",Beta Analytic number - 323913
